Date,price,addressline1,addressline2,po,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType
Mar-22,274500,52 Franklin Drive,"Truro Heights, Nova Scotia B6L1G1",B6L1G1,2,2,1,Single Family,House,1,Truro Heights,Freehold,1/2 - 1 acre,1992,"Garage, Detached Garage, Gravel",8 days,"Apr 1, 2021 Sold $237,000",1587,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,549000,1023 Cobequid Road,"Windsor Junction, Nova Scotia B2T1K1",B2T1K1,3,3,3,Single Family,House,1,Windsor Junction,Freehold,1/2 - 1 acre,1988,Garage,8 days,,2160,"Range - Electric, Dryer, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,Character,Unknown
Mar-22,749000,2388 Natura Drive,"Lucasville, Nova Scotia B4B0X3",B4B0X3,4,4,3,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2017,"Garage, Attached Garage",8 days,"Jul 28, 2017 Sold $79,000",2534,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener, Hot Tub",Concrete Slab,Detached,,None
Mar-22,389000,67A Hillside Avenue,"Lower Sackville, Nova Scotia B4C1W6",B4C1W6,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1986,"Garage, Attached Garage",8 days,"Mar 4, 2016 Sold $185,000",1721,"Barbeque, Stove, Dishwasher, Dryer, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,,
Mar-22,599900,11 Overdale Lane,"Dartmouth, Nova Scotia B3A3V2",B3A3V2,3,5,3,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969,,8 days,"Jul 11, 2013 Sold $344,000",2596,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,2 Level,Full (Finished)
Mar-22,599900,153 Peachtree Hill,"Dartmouth, Nova Scotia B2W0H9",B2W0H9,3,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,2011,Garage,8 days,"Dec 5, 2011 Sold $409,900",2824,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,
Mar-22,139900,7189 Highway 207,"West Chezzetcook, Nova Scotia B0J2L0",B0J2L0,2,2,0,Single Family,House,2,West Chezzetcook,Freehold,1/2 - 1 acre,,"Garage, Detached Garage",8 days,,753,"Refrigerator, None","Concrete Block, Poured Concrete, Stone",Detached,,Crawl space
Mar-22,575000,53 Titanium Crescent,"Halifax, Nova Scotia B3P0J3",B3P0J3,3,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2020,Garage,8 days,,1950,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,950000,6530 Highway 1,"Coldbrook, Nova Scotia B4R1B5",B4R1B5,4,4,5,Single Family,House,2,Coldbrook,Freehold,1/2 - 1 acre,,"Garage, Attached Garage, Parking Space(s)",8 days,"Mar 8, 2018 Sold $64,000",3850,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Contemporary,Unknown
Mar-22,239900,123 Blainedale Drive,"Salmon River, Nova Scotia B2N6M4",B2N6M4,3,3,1,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1995,,8 days,,1176,"Stove, Refrigerator, Gas stove(s)",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,289900,835 Old French Road,"Kingston, Nova Scotia B0P1R0",B0P1R0,3,4,2,Single Family,House,2,Kingston,Freehold,under 1/2 acre,,,8 days,"Jun 30, 2014 Sold $154,000 (CAD)",1525,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,4 Level,"Full (Unfinished), Full (Partially finished)"
Mar-22,229900,581 Lake Road,"Noel, Nova Scotia B0N2C0",B0N2C0,3,3,2,Single Family,House,3,Noel,Freehold,1 - 3 acres,,,8 days,,2018,"Range - Electric, Refrigerator",Stone,Detached,,Full (Unfinished)
Mar-22,2099000,68 Foxberry Hill Road,"Glen Haven, Nova Scotia B3Z2W1",B3Z2W1,3,4,4,Single Family,House,2,Glen Haven,Freehold,1 - 3 acres,,"Garage, Attached Garage",8 days,"Nov 30, 2017 Sold $240,000",3645,,Poured Concrete,Detached,,Full (Finished)
Mar-22,829900,6317 York Street,"Halifax, Nova Scotia B3H2K6",B3H2K6,3,3,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1917,,8 days,"Jun 28, 2018 Sold $643,500",1730,"Stove, Gas stove(s), Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,399900,15 Stratmore Avenue,"Middle Sackville, Nova Scotia B4E3A9",B4E3A9,2,2,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,2021,"Garage, Detached Garage, Gravel",8 days,"May 19, 2021 Sold $93,500",1340,Dishwasher,"Poured Concrete, Concrete Slab",Detached,Character,None
Mar-22,379900,224 High Street,"Bedford, Nova Scotia B4A1M6",B4A1M6,3,3,2,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1955,Gravel,8 days,"Oct 16, 2017 Sold $214,000",1403,,Poured Concrete,Detached,2 Level,
Mar-22,329900,16 Mayfair Avenue,"Lower Sackville, Nova Scotia B4C1H8",B4C1H8,2,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1984,"Garage, Detached Garage",8 days,,2025,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,
Mar-22,574900,367 Payzant Bog Road,"Falmouth, Nova Scotia B0P1L0",B0P1L0,4,4,2,Single Family,House,1,Falmouth,Freehold,3 - 10 acres,1997,"Garage, Detached Garage, Gravel",8 days,,2310,"Stove, Dishwasher, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,None
Mar-22,949000,157 Hermans Island Road,"Martins Brook, Nova Scotia B0J2C0",B0J2C0,3,3,2,Single Family,House,2,Martins Brook,Freehold,1 - 3 acres,1872,"Garage, Detached Garage",8 days,,1580,Gas stove(s),Stone,Detached,,Full (Unfinished)
Mar-22,449900,47 Joffre Street,"Dartmouth, Nova Scotia B2Y3C7",B2Y3C7,3,3,4,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,2008,,8 days,,2178,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,
Mar-22,99900,784 St Marys Road,"Chaplin, Nova Scotia B0N2M0",B0N2M0,2,2,1,Single Family,House,1,Chaplin,Freehold,3 - 10 acres,,Gravel,8 days,,840,"Stove, Dryer, Washer, Refrigerator",,Detached,,"Crawl space, None"
Mar-22,499900,819 1048 Wellington Street,"Halifax, Nova Scotia B3H0C2",B3H0C2,1,1,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,2018,None,8 days,,625,,Poured Concrete,,,None
Mar-22,400000,1 Belvedere Drive,"Dartmouth, Nova Scotia B2X2M8",B2X2M8,3,4,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1956,,8 days,,2275,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,699900,220 Dill Road,"Currys Corner, Nova Scotia B0N2T0",B0N2T0,4,4,4,Single Family,House,2,Currys Corner,Freehold,Unknown,,"Garage, Attached Garage",8 days,"Jun 1, 2015 Sold $326,000",3395,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum, Hot Tub",Poured Concrete,Detached,,
Mar-22,439900,51/53 Greenwood Avenue,"Timberlea, Nova Scotia B3T1E8",B3T1E8,3,5,2,Single Family,House,1,Timberlea,Freehold,under 1/2 acre,1964,"Garage, Detached Garage",8 days,"Nov 19, 2015 Sold $200,000",1924,,Poured Concrete,Detached,Character,Full (Finished)
Mar-22,929000,140 Leslie Road,"Lawrencetown, Nova Scotia B2Z1P8",B2Z1P8,3,4,4,Single Family,House,2,Lawrencetown,Freehold,1/2 - 1 acre,2005,Gravel,8 days,,2727,"Oven, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Hot Tub","Poured Concrete, Concrete Slab",Detached,,
Mar-22,219900,10 Scotia Street,"Trenton, Nova Scotia B0K1X0",B0K1X0,4,4,2,Single Family,House,2,Trenton,Freehold,under 1/2 acre,1977,,8 days,,1896,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,174900,2 Cedar Court,"Port Hawkesbury, Nova Scotia B9A3H1",B9A3H1,2,4,1,Single Family,House,1,Port Hawkesbury,Freehold,under 1/2 acre,1971,,8 days,"Apr 28, 2017 Sold $86,000",1520,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full
Mar-22,429000,1397 Brierly Brook Road,"Brierly Brook, Nova Scotia B2G2K8",B2G2K8,5,5,3,Single Family,House,1,Brierly Brook,Freehold,1 - 3 acres,2006,"Garage, Detached Garage, Gravel",8 days,,1800,"Range, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Crawl space
Mar-22,499900,282 Lower Harmony Road,"Harmony, Nova Scotia B6L3V7",B6L3V7,3,5,3,Single Family,House,1,Harmony,Freehold,3 - 10 acres,2011,"Garage, Attached Garage, Gravel",8 days,"Aug 30, 2017 Sold $306,000",2548,"Oven - Electric, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Water softener",Poured Concrete,Detached,Character,Full
Mar-22,339000,26 Split Rock Drive,"Salmon River Bridge, Nova Scotia B0J1P0",B0J1P0,3,4,2,Single Family,House,1,Salmon River Bridge,Freehold,under 1/2 acre,1998,,8 days,"Oct 7, 2010 Sold $165,000",1599,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,575000,122 Jadry Court,"Hammonds Plains, Nova Scotia B4B0A1",B4B0A1,3,4,3,Single Family,House,1,Hammonds Plains,Freehold,3 - 10 acres,2021,"Garage, Gravel",8 days,,2053,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,
Mar-22,479900,84 Tangmere Crescent,"Halifax, Nova Scotia B3M1K1",B3M1K1,2,4,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1967,Carport,8 days,,2033,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,282500,77 Fort York Passage,"Eastern Passage, Nova Scotia B3G1E7",B3G1E7,2,3,1,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,1978,Gravel,8 days,"Jul 11, 2008 Sold $172,000",1440,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,999900,6299 Payzant Avenue,"Halifax, Nova Scotia B3H2B2",B3H2B2,5,9,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1974,Parking Space(s),8 days,,2572,"Oven, Dishwasher, Dryer, Washer, Freezer, Refrigerator",Poured Concrete,Detached,,
Mar-22,499900,34 Sawmill Crescent,"Millwood, Nova Scotia B4E3M5",B4E3M5,3,3,4,Single Family,House,2,Millwood,Freehold,under 1/2 acre,2005,"Garage, Attached Garage",8 days,"Jun 19, 2009 Sold $281,000",2078,Central Vacuum,Poured Concrete,Detached,,Full (Finished)
Mar-22,104900,4849 Highway 209,"Spencers Island, Nova Scotia B0M1A0",B0M1A0,4,4,1,Single Family,House,2,Spencers Island,Freehold,1 - 3 acres,1904,,8 days,,,None,Poured Concrete,Detached,,Full (Unfinished)
Mar-22,235000,18 EAST MONTROSE Road,"Portapique, Nova Scotia B0M1B0",B0M1B0,6,6,2,Single Family,House,1,Portapique,Freehold,1 - 3 acres,,,9 days,"Jul 11, 2011 Sold $40,500",1747,"Dryer, Washer",Poured Concrete,Detached,Character,Full
Mar-22,350000,36 Mount Edward Road,"Dartmouth, Nova Scotia B3W3K4",B3W3K4,3,4,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969,,9 days,"Jan 29, 2015 Sold $185,900",1898,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,549900,87 Madeira Crescent,"Dartmouth, Nova Scotia B2W6G8",B2W6G8,4,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1999,"Garage, Attached Garage",9 days,,2568,"Dishwasher, Microwave Range Hood Combo",Poured Concrete,Detached,2 Level,
Mar-22,575000,23 Alabaster Way,"Spryfield, Nova Scotia B3P0E7",B3P0E7,4,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2013,"Garage, Attached Garage",9 days,"May 16, 2016 Sold $297,000",2446,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Fridge/Stove Combo",Poured Concrete,Detached,,
Mar-22,449900,164 Belle Drive,"Meadowvale, Nova Scotia B0P1R0",B0P1R0,4,4,3,Single Family,House,2,Meadowvale,Freehold,1/2 - 1 acre,2015,"Garage, Attached Garage, Gravel",9 days,"Oct 25, 2018 Sold $283,000",2182,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,,None
Mar-22,349900,52 Evergreen Avenue,"New Minas, Nova Scotia B4N4J5",B4N4J5,3,4,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,1980,"Garage, Detached Garage",9 days,,2300,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,335000,39 Braeside Drive,"Kentville, Nova Scotia B4N1V1",B4N1V1,3,4,2,Single Family,House,1,Kentville,Freehold,under 1/2 acre,1968,,9 days,"Mar 24, 2006 Sold $118,000",1515,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,989900,Lot 88 26 Tuscany Run,"Brunello Estates, Nova Scotia B3T0L3",B3T0L3,4,4,4,Single Family,House,3,Brunello Estates,Freehold,under 1/2 acre,,"Garage, Interlocked",9 days,,2900,None,Poured Concrete,Detached,,
Mar-22,449900,31 Evelyn Wood Place,"Cole Harbour, Nova Scotia B2V2A6",B2V2A6,3,3,3,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,1982,"Garage, Attached Garage",9 days,,2446,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,300000,304 45 Chelton Woods Lane,"Halifax, Nova Scotia B3M3Z7",B3M3Z7,2,2,1,Single Family,Apartment,2,Halifax,Condominium/Strata,,1986,Parking Space(s),9 days,"Oct 8, 2014 Sold $175,000",1130,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,2 Level,None
Mar-22,409900,6 Georgian Court,"Dartmouth, Nova Scotia B2W6E7",B2W6E7,3,3,3,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,1993,,9 days,"Jul 16, 2018 Sold $217,500",2098,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,Full (Finished)
Mar-22,365000,304 30 Brookdale Crescent,"Dartmouth, Nova Scotia B3A4T7",B3A4T7,2,2,2,Single Family,Apartment,1,Dartmouth,Condominium/Strata,,1991,"Garage, Underground",9 days,,1100,"Range, Dishwasher, Washer/Dryer Combo, Microwave, Refrigerator",Poured Concrete,,,None
Mar-22,645000,5669 Stanley Street,"Halifax, Nova Scotia B3K2E9",B3K2E9,3,3,2,Single Family,,2,Halifax,Condominium/Strata,under 1/2 acre,2019,,9 days,,1319,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,None
Mar-22,169900,64 Townsend Avenue,"New Glasgow, Nova Scotia B2H4A6",B2H4A6,4,4,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,1921,Gravel,9 days,"May 9, 2019 Sold $68,500",1154,"Stove, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,95000,256 MCGEE Street,"Springhill, Nova Scotia B0M1X0",B0M1X0,2,2,1,Single Family,House,1,Springhill,Freehold,1 - 3 acres,1940,Gravel,9 days,,967,,Poured Concrete,Detached,Character,Full (Unfinished)
Mar-22,74000,1590 Highway 206,"West Arichat, Nova Scotia B0E1A0",B0E1A0,2,2,1,Single Family,House,2,West Arichat,Freehold,under 1/2 acre,1923,Gravel,9 days,"Dec 22, 2008 Sold $32,000",864,,Concrete Block,Detached,,
Mar-22,249900,77 Old Pine Tree Road,"Pine Tree, Nova Scotia B0K1W0",B0K1W0,4,4,2,Single Family,House,2,Pine Tree,Freehold,3 - 10 acres,,Gravel,9 days,"Nov 30, 2020 Sold $150,000",1636,"Stove, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Partial (Unfinished)
Mar-22,729900,66 Golf Links Road,"Bedford, Nova Scotia B4A2J3",B4A2J3,3,4,4,Single Family,House,2,Bedford,Freehold,1/2 - 1 acre,,"Garage, Attached Garage",9 days,,3939,"Range - Gas, Range - Electric, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Microwave Range Hood Combo, Fridge/Stove Combo, Wine Fridge",Poured Concrete,Detached,,
Mar-22,349900,36 Roy Crescent,"Bedford, Nova Scotia B4A3K3",B4A3K3,3,4,3,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1987,,9 days,,1866,,Poured Concrete,Semi-detached,,
Mar-22,599900,21 LaSalle Court,"Bedford, Nova Scotia B4B0H8",B4B0H8,3,3,4,Single Family,Row / Townhouse,2,Bedford,Freehold,under 1/2 acre,2011,"Garage, Attached Garage",9 days,"Jul 17, 2017 Sold $337,500",2197,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,
Mar-22,899900,44 Gazebo Lane,"Hatchet Lake, Nova Scotia B3T0A2",B3T0A2,3,4,4,Single Family,House,2,Hatchet Lake,Freehold,1 - 3 acres,2016,"Garage, Attached Garage",9 days,"Jul 20, 2015 Sold $65,000",3479,"Oven, Range, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,449900,Unit 91 106 Sailors Trail,"Dartmouth, Nova Scotia B3G0A3",B3G0A3,2,2,3,Single Family,Row / Townhouse,2,Dartmouth,Freehold,3 - 10 acres,2014,Garage,9 days,,1755,,Poured Concrete,,,Full (Finished)
Mar-22,375000,98 Woodlawn Road,"Dartmouth, Nova Scotia B2W2S5",B2W2S5,3,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1952,,9 days,"Sep 3, 2021 Sold $375,000",1530,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,539000,299 Haliburton Crescent,"Stillwater Lake, Nova Scotia B3Z1P4",B3Z1P4,3,3,3,Single Family,House,2,Stillwater Lake,Freehold,1/2 - 1 acre,2003,"Garage, Attached Garage, Gravel",9 days,,2045,Central Vacuum,Poured Concrete,Detached,,
Mar-22,257000,147 Ridgevalley Road,"Halifax, Nova Scotia B3P2K2",B3P2K2,3,3,2,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,under 1/2 acre,,Parking Space(s),9 days,,1450,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,,3 Level,
Mar-22,310000,19 Autumn Drive,"Berwick, Nova Scotia B0P1E0",B0P1E0,3,4,2,Single Family,House,1,Berwick,Freehold,under 1/2 acre,2004,Gravel,9 days,,1600,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,469000,77 Bristol Avenue,"Liverpool, Nova Scotia B0T1K0",B0T1K0,4,4,2,Single Family,House,2,Liverpool,Freehold,1/2 - 1 acre,1929,"Garage, Detached Garage",9 days,"Oct 25, 2017 Sold $148,000",1650,"Cooktop, Oven, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,399900,75 Norman Boulevard,"Hammonds Plains, Nova Scotia B4B1N6",B4B1N6,3,4,2,Single Family,House,1,Hammonds Plains,Freehold,1/2 - 1 acre,1989,"Garage, Attached Garage",9 days,,1976,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full
Mar-22,364900,5160 Highway 211,"Port Bickerton, Nova Scotia B0J3C0",B0J3C0,3,3,2,Single Family,House,2,Port Bickerton,Freehold,1 - 3 acres,1954,"Garage, Detached Garage",9 days,"Nov 16, 2018 Sold $80,000",1668,,Poured Concrete,Detached,,Full (Unfinished)
Mar-22,259900,51 Simms Avenue,"Simms Settlement, Nova Scotia B0J1T0",B0J1T0,1,4,2,Single Family,House,1,Simms Settlement,Freehold,1/2 - 1 acre,1989,"Garage, Detached Garage, Gravel",9 days,"Sep 25, 2020 Sold Not available",1896,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,450000,4090 Highway 3,"Chester, Nova Scotia B0J1J0",B0J1J0,3,3,2,Single Family,House,1,Chester,Freehold,under 1/2 acre,2014,Gravel,9 days,"Jul 30, 2018 Sold $280,000",2744,"Cooktop - Propane, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Water purifier, Water softener",,Detached,Character,
Mar-22,459000,5 Margate Drive,"Halifax, Nova Scotia B3P1N7",B3P1N7,2,2,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1943,"Garage, Detached Garage",9 days,,1292,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,
Mar-22,239000,206 3700 John Parr Drive,"Halifax, Nova Scotia B3K5V4",B3K5V4,1,1,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,1991,Parking Space(s),9 days,"Feb 29, 2012 Sold $129,000",722,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,None
Mar-22,289900,18 Stephen Street,"Dartmouth, Nova Scotia B2Y2L3",B2Y2L3,2,2,1,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1940,,9 days,,1196,"Stove, Dryer, Washer",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,157000,883 Gates Mountain Road,"Moshers Corner, Nova Scotia B0P1E0",B0P1E0,3,3,1,Single Family,House,2,Moshers Corner,Freehold,1 - 3 acres,,"Garage, Detached Garage",9 days,,1300,"Oven - Electric, Microwave, Refrigerator",Stone,Detached,,
Mar-22,269900,9 Maple Drive,"New Minas, Nova Scotia B4N4C6",B4N4C6,2,4,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,1976,,10 days,"Mar 2, 2015 Sold $137,000",1605,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,99000,90 Homco Drive,"New Minas, Nova Scotia B4N3Y5",B4N3Y5,2,2,1,Single Family,Mobile Home,1,New Minas,Leasehold,under 1/2 acre,,Gravel,10 days,,694,"Range - Electric, Refrigerator",,,Mini,Crawl space
Mar-22,415900,886 Tremont Mountain Road,"Greenwood, Nova Scotia B0P1R0",B0P1R0,3,3,3,Single Family,House,2,Greenwood,Freehold,1 - 3 acres,2015,"Garage, Detached Garage",10 days,"Jul 11, 2016 Sold $255,000",1720,"Range - Electric, Dishwasher, Refrigerator",Concrete Slab,Detached,,None
Mar-22,525000,167 Flagstone Drive,"Colby Village, Nova Scotia B2V1Z7",B2V1Z7,4,5,4,Single Family,House,2,Colby Village,Freehold,under 1/2 acre,1985,"Garage, Attached Garage, Interlocked",10 days,"Oct 31, 2016 Sold $337,500",3374,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum, Hot Tub",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,459900,146 Wyndham Drive,"Upper Tantallon, Nova Scotia B3Z0K5",B3Z0K5,3,4,2,Single Family,House,1,Upper Tantallon,Freehold,1 - 3 acres,2009,"Garage, Attached Garage",10 days,,2002,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Water softener, Central Vacuum",Poured Concrete,Detached,,
Mar-22,375000,1480 Sarah Drive,"Coldbrook, Nova Scotia B4R1A1",B4R1A1,3,3,3,Single Family,House,1,Coldbrook,Freehold,under 1/2 acre,2001,Garage,10 days,"May 31, 2001 Sold $124,700",2200,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,499000,5 PARKWAY COURT,"Antigonish Landing, Nova Scotia B2G0C1",B2G0C1,3,3,2,Single Family,House,1,Antigonish Landing,Freehold,under 1/2 acre,2010,"Garage, Attached Garage",10 days,,1200,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Unfinished)
Mar-22,549900,718 Old Debert Road,"Byers Lake, Nova Scotia B0K1V0",B0K1V0,2,2,1,Single Family,House,1,Byers Lake,Freehold,3 - 10 acres,1975,"Garage, Gravel",10 days,,1128,"Range - Gas, Washer, Refrigerator",,Detached,Character,None
Mar-22,549900,728 Old Debert Road,"Byers Lake, Nova Scotia B0K1V0",B0K1V0,3,3,1,Single Family,House,2,Byers Lake,Freehold,1 - 3 acres,2004,"Garage, Gravel",10 days,,1600,"Range - Gas, Washer, Refrigerator",Concrete Slab,Detached,2 Level,None
Mar-22,499900,3652 Acadia Street,"Halifax, Nova Scotia B3K3P6",B3K3P6,2,2,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1952,"Garage, Detached Garage",10 days,"Jan 31, 2008 Sold $162,000",877,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Crawl space
Mar-22,585000,7 Gemstone Court,"Spryfield, Nova Scotia B3R0A9",B3R0A9,3,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2011,Garage,10 days,"Jul 2, 2015 Sold $399,900",2564,"Range, Dishwasher, Dryer - Electric, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,749000,138 Bailee Drive,"Tantallon, Nova Scotia B3Z4R1",B3Z4R1,3,3,2,Single Family,House,1,Tantallon,Freehold,1 - 3 acres,2020,"Garage, Attached Garage, Detached Garage",10 days,,1824,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Wine Fridge, Hot Tub","Poured Concrete, Concrete Slab",Detached,,None
Mar-22,349900,92 Charlottetown Way,"Woodlawn, Nova Scotia B2W0B6",B2W0B6,3,3,1,Single Family,House,1,Woodlawn,Freehold,under 1/2 acre,,,10 days,"Dec 5, 2005 Sold $122,000",1128,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Crawl space
Mar-22,219900,65 Farrell Street,"Dartmouth, Nova Scotia B3A4B3",B3A4B3,2,2,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,,,10 days,,600,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,285000,15 Lancaster Avenue,"New Glasgow, Nova Scotia B2H0A8",B2H0A8,2,2,1,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,2008,,10 days,"Apr 18, 2008 Sold $29,000",896,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Unfinished)
